"","V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
"902",902,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,1,2,1,1,1,18
"903",903,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,3,3,3,3,3,2,2,3,4,4,4,6,1,1,2,1,1,19
"904",904,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,3,4,4,2,2,2,3,5,5,4,4,4,4,4,4,5,1,1,1,5,5,5,4,1,1,11,1,2,18
"905",905,5,5,5,4,4,4,4,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,3,4,3,3,4,2,4,2,3,3,4,3,3,3,3,3,3,3,2,3,2,4,5,3,2,1,2,2,1,2,19
"906",906,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,4,5,2,1,2,1,1,1,20
"907",907,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,5,4,4,3,3,4,4,3,3,5,5,5,3,4,5,5,5,5,5,3,2,2,4,4,3,3,1,2,1,1,2,18
"908",908,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,1,2,1,1,2,18
"909",909,3,4,4,4,3,5,4,3,3,2,2,2,3,5,3,3,4,3,3,2,2,2,4,2,3,2,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,3,4,2,3,2,3,3,5,2,3,2,3,3,2,3,3,3,3,3,3,3,2,1,2,1,1,2,18
"910",910,5,3,4,4,3,5,5,5,5,4,2,1,4,4,5,4,4,4,2,4,4,2,2,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,4,5,5,3,4,5,5,5,5,2,4,4,2,3,3,5,1,1,1,5,5,5,2,1,2,1,1,2,18
"911",911,5,5,5,3,3,5,5,2,3,2,2,2,2,5,5,5,5,2,2,3,4,3,1,3,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,4,5,3,3,2,3,3,3,3,3,2.804,2,2,4.33,4,4,17
"912",912,5,5,5,5,5,5,5,4,5,3,3,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,4,4,5,4,4,2,3,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3.16,1,1,1.83,1,2,18
"913",913,4,3,4,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,18
"914",914,4,3,4,4,5,5,4,4,4,3,3,3,4,4,4,4,5,4,4,3,4,5,4,4,3,3,5,5,3,1,1,1,1,1,1,1,5,5,4,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,2,3,2,2,2,4,4,4,1,1,1,1,1,2,18
"915",915,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,4,4,5,1,1,1,5,5,5,2,1,1,1,1,2,18
"916",916,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,2,5,5,5,3,4,3,3,3,5,5,1,1,1,5,5,5,4,1,2,1,1,2,18
"917",917,3,4,5,5,5,3,3,5,5,5,5,5,5,5,4,3,3,3,3,3,5,5,3,5,5,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,3,5,5,3,3,3,3,5,5,3,1,1,4,4,3,2,2,1,2,5,5,3,5,1,2,2,1,2,18
"918",918,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,4,4,5,5,5,5,3,5,3,5,5,5,3,3,3,3,3,3,5,1,1,1,5,5,5,5,1,2,1,1,2,18
"919",919,5,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,3,4,2,3,3,2,2,4,4,3,1,1,1,1,1,1,1,5,5,5,5,3,5,5,3,4,3,5,3,5,2,2,1,3,3,3,3,3,1,3,3,3,3,7,1,2,2,1,2,16
"920",920,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,1,4,4,5,5,3,5,5,5,5,5,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,2,1,1,2,18
"921",921,5,3,4,4,4,4,4,4,4,4,3,3,3,5,5,5,5,4,3,4,3,4,5,3,5,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,2,3,3,3,4,4,4,2,1,1,5,5,5,2,1,1,4,1,2,19
"922",922,5,4,4,5,5,5,5,4,5,3,3,3,4,4,3,4,5,4,4,3,4,3,3,3,3,3,5,5,3,1,1,1,1,1,1,1,5,5,4,4,3,5,5,2,5,3,4,4,5,4,4,4,2,2,3,2,3,2,2,5,5,4,2,1,2,1,1,2,21
"923",923,5,5,4,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,2,4,2,2,3,3,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,3,3,3,3,4,3,3,4,4,3,2,2,2,4,4,4,2,2,2,4,4,4,7,1,2,8,1,2,18
"924",924,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,18
"925",925,4,4,4,3,4,3,4,3,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,3,4,4,1,1,1,1,1,1,1,3,4,4,4,4,4,4,3,4,2,3,3,4,4,4,4,2,2,3,3,3,3,3,3,3,3,4,1,1,2,1,2,18
"926",926,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,5,4,4,4,2,4,4,4,3,3,3,4,4,2,2,2,3,4,3,3,3,2,2,4,4,4,7,1,2,2,1,2,19
"927",927,4,2,3,4,4,3,4,3,3,2.98,3,3,4,4,3,3,4,3,3,3,3,1,2,2,2,3,3,4,3.26,1,1,1,1,1,1,1,4,4,3,3,3,4,3,2,3,2,3,3,4,2,2,2,3,3,3,2,4,3,3,3,4,3,2,1,2,1,1,2,20
"928",928,5,4,3,5,4,5,5,4,4,3,3,3,3,4,4,4,4,4,3,2,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3,4,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,1,1,2,18
"929",929,5,4,4,5,4,3,3,4,3,3,5,2,5,5,5,4,4,5,4,4,4,5,4,4,4,4,4,5,5,1,1,1,1,1,1,1,4,4,3,3,5,4,4,4,4,3,4,3,5,1,2,1,2,4,4,5,1,2,1,4,4,4,3,1,2,2,1,2,16
"930",930,5,3,3,4,4,5,4,4,4,3,4,2,4,4,5,4,4,3,3,3,3,3,3,3,3,3,4,4,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,4,2,3,4,5,4,2,2,2,2,2,3,3,2,2,4,4,4,1,1,2,3,1,2,19
"931",931,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,5,5,3,4,5,5,5,5,5,5,5,3,5,5,4,2,2,4,2,2,2,4,4,4,3,1,1,1,1,2,18
"932",932,5,3,4,4,5,5,5,5,5,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,2,4,3,5,1,1,1,5,5,5,3,1,2,2,1,2,18
"933",933,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,3,5,4,3,3,2,4,5,5,3,3,4,3,3,3,3,2,2,3,5,5,3,4,1,1,11,1,6,20
"934",934,5,5,5,5,5,5,5,5,5,4,4,2,4,4,5,5,4,2,4,2,2,3,3,3,3,2,4,4,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,3,2,2,4,2,2,2,4,4,4,4,1,2,1,1,2,18
"935",935,5,4,5,4,4,5,5,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,2,2,4,5,4,3,1,2,3,1,2,20
"936",936,5,4,4,5,5,3,4,4,4,4,4,4,4,4,5,5,5,5,3,3,4,1,3,2,3,3,4,4,4,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,5,3,4,3,5,2,3,2,3,4,3,3,2,2,2,4,4,4,6,1,2,1,1,1,18
"937",937,4,4,4,5,5,4,5,4,5,4,2,3,5,5,5,5,5,4,4,4,4,2,2,2,3,2,5,5,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,3,3,2,2,4,2,1,1,5,5,5,4,1,2,2,1,2,19
"938",938,5,4,4,4,5,5,4,5,4,4,4,4,4,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,4,5,4,5,4,3,4,4,3,3,3,4,2,1,1,5,4,4,4,1,1,3,1,2,17
"939",939,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,5,1,2,18
"940",940,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"941",941,4,4,4,5,4,3,5,4,4,3,3,3,4,4,4,4,5,5,4,4,4,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,2,2,4,4,4,4,1,2,1,1,2,19
"942",942,5,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,5,3,4,4,4,4,4,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,3,5,5,5,4,4,5,4,4,4,4,4,2,1,1,5,5,4,1,1,1,1,1,1,18
"943",943,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,2,2,2,4,4,4,4,1,2,1,1,2,18
"944",944,5,3,4,4,4,4,4,4,4,2,2,2,3,4,4,4,4,3,3,2,4,2,3,3,3,3,3,4,4,1,1,1,1,1,1,1,5,5,3,5,3,5,5,3,5,3,4,3,5,4,4,3,2,3,4,3.32,2.14666666666667,1.85,2.03,4.05,4,3.98,2.97,1,1.83,1.82,1.01,2,18.17
"945",945,4,4,4,4,4,4,4,4,3,2,4,3,4,4,3,3,4,3,4,2,4,3,3,3,3,4,4,4,3,1,1,1,1,1,1,1,4,4,3,3,4,3.29,3,2,2,2,3,4,4,4,3,3,2,3,2,3,4,3,1,4,5,4,2,1,2,1,1,2,21
"946",946,5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,3,3,3,3,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,5,5,5,1,1,1,5,5,5,2,1,2,2,1,2,18
"947",947,5,4,4,5,5,4,5,5,4,3,3,3,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,4,4,5,3,4,4,2,3,2,3,4,3,4,5,4,2,2,2,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"948",948,5,3,4,5,5,4,4,5,5,3,3,3,4,4,5,5,4,4,4,3,4,1,2,2,3,3,5,5,5,1,1,1,1,1,1,1,4,4,4,4,4,4,5,3,5,3,3,4,5,4,3,3,3,4,2,4,1,1,1,3,5,5,2,1,1,1,1,2,16
"949",949,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,5,4,5,4,1,1,1,1,1,1,1,4,4,5,5,5,5,5,4,5,5,5,5,5,2,3,2,4,5,5,5,2,2,1,3,3,5,4,1,2,1,1,2,16
"950",950,4,3,4,5,4,5,5,4,4,3,3,4,4,4,5,4,4,4,4,3,3,2,3,2,3,3,4,4,3,1,1,1,1,1,1,1,5,4,3,4,4,4,4,2,5,4,4,4,5,3,4,4,2,3,3,3,3,2,2,4,5,4,3,1,2,2,1,2,20
"951",951,3,4,4,4,5,5,5,5,5,2,2,3,4,4,4,5,4,3,2,2,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,2,4,3,4,2,4,4,4,5,4,4,4,4,3,3,2,2,3,2,3,3,1,1,4,4,4,6,1,2,2,1,2,17
"952",952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,11,1,2,18
"953",953,5,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,4,2,1,1,4,4,4,2,1,2,1,1,2,16
"954",954,4,4,3,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,2,3,2,4,3,3,3,1,2,2,1,2,17
"955",955,4,3,3,4,4,4,4,3,3,3,2,2,3,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,3,1,1,1,1,1,1,1,4,5,5,5,4,4,5,3,4,4,4,4,4,3,4,3,3,3,3,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"956",956,4,4,4,5,4,5,4,3,4,3,3,3,4,5,3,3,4,3,3,3,4,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,5,4,5,5,2,3,3,3,4,5,3,5,5,2,3,2,3,1,1,2,5,4,5,3,1,2,1,1,1,18
"957",957,4,3,3,4,4,4,4,4,4,2,2,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,3,5,4,2,3,3,3,4,4,3,3,3,2,3,3,2,3,3,3,4,5,3,7,1,2,1,1,2,21
"958",958,5,4,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,3,5,3,5,2,2,5,5,5,4,1,1,1,1,1,1,1,5,5,4,5,2,3,5,4,4,2,5,4,5,2,2,3,2,3,2,3.25,2.11,1.83,2.055,3.94,4.18,4.13,3.46,1.09,1.68,2.28,1,2.06,18.09
"959",959,5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,2,4,3,3,3,3,3,5,4,3,1,1,1,1,1,1,1,4,3,3,3,3,5,5,3,5,3,4,3,3,2,3,3,3,3,3,3,2,1,1,5,5,5,2,1,1,1,1,2,19
"960",960,5,4,4,4,4,4,5,4,4,3,3,3,4,4,4,4,4,4,5,3,4,2,2,2,3,3,4,4,3,1,1,1,1,1,1,1,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,2,3,3,3,4,3,3,3,4,3,3,2,1,1,2,1,2,19
"961",961,5,4,3,4,5,5,4,3,4,4,3,3,3,4,3,3,4,4,4,3,4,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,3,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,2,1,2,1,1,2,20
"962",962,4,3,4,4,4,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,4,3,2,3,3,3,4,4,3,1,1,1,1,1,1,1,5,5,4,5,4,5,5,3,5,3,5,3,5,2,3,2,2,4,3,2,3,1,2,4,5,5,4,1,2,2,1,2,20
"963",963,4,4,3,5,5,3,5,4,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,4,5,3,5,4,1,1,1,1,1,1,1,5,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,4,4,4,1,1,2,1,1,2,18
"964",964,5,5,5,4,4,4,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4,2,3,3,4,4,4,4,3,1,1,1,1,1,1,1,5,4,4,4,4,4,4,2,4,3,4,4,5,4,2,3,3,4,4,4,2,2,2,4,4,3,2,1,2,1,1,2,17
"965",965,5,5,5,5,5,5,5,5,5,1,1,1,3,5,5,5,5,3,3,3,1,3,3,3,4,3,5,5,1,1,1,1,1,1,1,1,5,5,4,3,4,4,4,3,4,4,5,5,5,3,3,3,3,1,1,5,1,1,3,5,5,5,2,1,1,1,1,2,20
"966",966,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,3,3,4,4,3,1,1,1,1,1,1,1,4,4,3,3,3,3,3,2,3,2,2,3,4,3,3,3,3,3,3,2,4,4,3,2,2,2,2,1,2,1,1,1,17
"967",967,5,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4,2,4,4,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,3,4,4,4,4,3,3,3,3,2,2,2,4,4,4,3.08,2.47,2,2.11,4,3.825,3.79,3.8,1.03,1.89,2.29125,1.04,2.07,17.9
"968",968,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,2,3,3,4,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,4,2,2,3,4,4,4,1,1,2,1,1,2,19
"969",969,5,5,5,4,4,3,4,5,5,3,3,3,3,5,5,3,4,3,4,4,3,4,4,4,4,4,3,3,5,1,1,1,1,1,1,1,4,4,4,5,5,4,4,3,3,4,4,5,4,4,4,2,5,4,4,4,3,2,2,4,4,4,4,1,2,2,1,2,19
"970",970,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3.71,4,4,2,2,2,4,4,4,4,3,2,2,1,2,18
"971",971,4,3,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,3,3,3,3,4,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,2,2,3,4,3,7,1,1,1,1,1,17
"972",972,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,3,4,4,5,5,4,3,4,4,3,4,5,4,4,4,4,4,4,4,3,1,2,4,3,5,3,3,2,2,1,2,18
"973",973,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,3,2,2,3,2,2,2,3,3,3,4,2,1,1,1,1,1,1,1,4,4,3,3,2,2,4,2,4,2,2,2,2,2,3,3,3,4,3,2,4,3,3,4,2,2,2,1,2,1,1,2,18
"974",974,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,4,3,4,3,4,3,3,3,3,4,3,1,1,1,1,1,1,1,4,5,5,5,5,3,5,3,3,3,3,3,5,5,3,3,3,3,4,3,3,2,2,4,4,5,2,1,1,3,1,2,20
"975",975,4,4,4,4,4,4,3,3,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,4,5,5,5,5,2,2,2,2,4,4,5,1,2,1,5,5,5,7,1,2,6,1,2,19
"976",976,5,4,4,5,5,5,5,5,5,3,3,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,4,4,5,4,4,3,3,3,3,4,3,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"977",977,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,4,4,4,4,5,1,1,1,5,5,5,3,1,2,1,1,2,18
"978",978,5,4,4,4,5,4,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,2,4,2,3,3,4,4,3,1,1,1,1,1,1,1,5,5,5,5,3,5,5,2,5,5,5,3,3,3,2,3,3,3,2,3,2,2,2,5,5,4,4,1,1,4,1,2,20
"979",979,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,5,4,4,2,3,3,3,3,5,5,5,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,4,3,4,4,5,3,3,3,3,3,3,3,2,2,2,4,4,4,2,1,2,1,1,2,18
"980",980,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,5,5,5,5,3,3,3,3,3,3,5,1,1,1,5,5,5,1,1,2,2,1,2,18
"981",981,5,3,3,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,3,3,2,3,2,2,4,4,4,3,1,2,2,1,2,19
"982",982,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,4,4,4,5,1,2,2,1,2,19
"983",983,4,4,3,5,5,4,4,4,5,3,4,4,4,5,4,4,4,4,5,4,4,2,4,2,4,4,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,4,3,1,4,2,3,4,5,3,4,3,3,2,2,3,2,3,3,3,4,4,4,1,2,1,1,2,19
"984",984,5,4,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,4,1,1,1,1,1,1,1,5,5,4,4,4,3,4,3,4,3,3,5,5,2,2,2,2,4,4,5,1,1,1,5,5,5,6,1,1,1,1,2,18
"985",985,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,2,2,1,2,5,5,5,2,1,1,1,1,2,20
"986",986,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,4,4,4,4,3,3,3,3,4,3,3,4,3,5,1,1,1,1,1,1,1,5,5,4,4,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,7,1,2,1,1,2,18
"987",987,4,3,4,4,4,5,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,3,1,1,1,1,1,1,1,4,4,3,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,4,1,1,2,2,1,2,18
"988",988,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,2,6,1,2,18
"989",989,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,5,5,5,5,5,4,5,4,5,4,4,5,1,1,1,5,5,5,2,1,2,1,1,2,18
