"","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","na_count","total_score"
"929",5,5,5,5,5,5,5,5,5,4,4,2,4,4,5,5,4,2,4,2,2,3,3,3,3,2,4,4,2,NA,NA,1,NA,1,NA,NA,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,2,3,2,3,2,2,4,1,2,1,1,2,5,14
"930",5,4,5,4,4,5,5,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,4,5,4,3,3,3,3,3,3,3,1,2,3,1,2,6,18
"931",5,4,4,5,5,3,4,4,4,4,4,4,4,4,5,5,5,5,3,3,4,1,3,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,5,4,4,4,4,5,3,4,3,5,3,4,4,4,4,4,4,2,3,2,3,4,3,6,1,2,1,1,1,6,17
"932",4,4,4,5,5,4,5,4,5,4,2,3,5,5,5,5,5,4,4,4,4,2,2,2,3,2,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,3,3,3,3,2,2,4,1,2,2,1,2,6,16
"933",5,4,4,4,5,5,4,5,4,4,4,4,4,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,5,5,5,4,4,3,4,4,3,3,3,4,1,1,3,1,2,6,20
"934",4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,2,5,1,2,6,18
"935",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,1,1,2,7,23
"936",4,4,4,5,4,3,5,4,4,3,3,3,4,4,4,4,5,5,4,4,4,3,3,3,3,3,4,4,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,4,4,4,1,2,1,1,2,6,20
"937",5,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,5,3,4,4,4,4,4,5,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,4,3,5,5,5,4,4,4,5,5,5,5,4,4,5,4,4,4,4,1,1,1,1,1,1,6,25
"938",3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,1,4,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,1,2,1,1,2,5,18
"939",4,4,4,4,4,4,4,4,3,2,4,3,4,4,3,3,4,3,4,2,4,3,3,3,3,4,4,4,3,NA,NA,1,NA,1,1,NA,4,4,3,3,4,NA,3,2,2,2,3,4,4,3,2,3,5,4,5,4,4,3,3,2,3,2,2,1,2,1,1,2,5,17
"940",5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,3,3,3,3,4,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,5,5,2,1,2,2,1,2,6,20
"941",5,4,4,5,5,4,5,5,4,3,3,3,4,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,NA,1,1,NA,NA,NA,NA,3,4,4,5,3,4,4,2,3,2,3,4,3,4,4,4,4,4,4,4,4,5,4,2,2,2,2,1,2,1,1,2,5,19
"942",5,3,4,5,5,4,4,5,5,3,3,3,4,4,5,5,4,4,4,3,4,1,2,2,3,3,5,5,5,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,5,3,5,3,3,4,5,4,5,5,5,3,5,5,4,3,3,3,4,2,2,1,1,1,1,2,6,19
"943",5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,5,4,5,4,NA,NA,1,NA,NA,NA,NA,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,3,3,5,2,3,2,4,5,5,4,1,2,1,1,2,6,21
"944",4,3,4,5,4,5,5,4,4,3,3,4,4,4,5,4,4,4,4,3,3,2,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,4,4,4,2,5,4,4,4,5,3,3,4,4,4,5,4,3,4,4,2,3,3,3,1,2,2,1,2,7,19
"945",3,4,4,4,5,5,5,5,5,2,2,3,4,4,4,5,4,3,2,2,3,3,3,3,3,3,4,4,4,NA,NA,NA,1,NA,NA,NA,2,4,3,4,2,4,4,4,5,4,4,4,4,3,3,5,5,4,4,4,3,3,2,2,3,2,6,1,2,2,1,2,6,15
"946",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,2,6,6
"947",5,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,5,4,4,4,3,3,3,3,3,4,2,1,2,1,1,2,6,19
"948",4,4,3,4,4,4,4,4,4,3,2,2,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,3,4,3,3,1,2,2,1,2,6,21
"949",4,3,3,4,4,4,4,3,3,3,2,2,3,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,3,NA,NA,NA,NA,NA,NA,1,4,5,5,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,2,1,2,1,1,2,6,19
"950",4,4,4,5,4,5,4,3,4,3,3,3,4,5,3,3,4,3,3,3,4,3,3,3,3,3,4,4,3,1,NA,1,NA,1,NA,NA,5,5,4,5,4,5,5,2,3,3,3,4,5,3,5,5,4,5,4,5,3,5,5,2,3,2,3,1,2,1,1,1,4,20
"951",4,3,3,4,4,4,NA,4,4,2,2,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,NA,NA,1,NA,1,NA,NA,5,5,5,5,3,5,4,2,3,3,3,4,4,2,3,3,3,4,5,3,3,3,3,2,3,3,7,1,2,1,1,2,6,17
"952",5,4,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,2,4,3,3,3,3,3,5,4,3,NA,NA,NA,NA,NA,NA,1,4,3,3,3,3,5,5,3,5,3,4,3,3,3,4,5,5,5,5,5,2,3,3,3,3,3,2,1,1,1,1,2,6,17
"953",5,4,4,4,4,4,5,4,4,3,3,3,4,4,4,4,4,4,5,3,4,2,2,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,4,4,3,4,3,3,3,3,4,3,3,3,4,3,3,3,3,2,3,3,3,2,1,1,2,1,2,6,17
"954",5,4,3,4,5,5,4,3,4,4,3,3,3,4,3,3,4,4,4,3,4,3,3,3,3,3,4,4,3,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,2,1,2,1,1,2,6,18
"955",4,3,4,4,4,3,3,4,4,3,3,3,3,4,4,4,4,3,3,3,4,3,2,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,4,5,4,5,5,3,5,3,5,3,5,2,3,5,4,4,5,5,2,3,2,2,4,3,4,1,2,2,1,2,6,16
"956",4,4,3,5,5,3,5,4,3,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,4,5,3,5,4,NA,NA,NA,NA,NA,NA,1,5,4,3,3,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,2,1,1,2,6,18
"957",5,5,5,4,4,4,4,3,4,3,4,3,3,4,3,3,4,3,4,3,4,2,3,3,4,4,4,4,3,1,1,1,1,1,1,1,5,4,4,4,4,4,4,2,4,3,4,4,5,4,4,4,4,4,4,3,4,2,3,3,4,4,2,1,2,1,1,2,0,20
"958",5,5,5,5,5,5,5,5,5,1,1,1,3,5,5,5,5,3,3,3,1,3,3,3,4,3,5,5,1,1,1,1,1,1,1,NA,5,5,4,3,4,4,4,3,4,4,5,5,5,5,5,5,3,5,5,5,3,3,3,3,1,1,2,1,1,1,1,2,1,14
"959",4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,3,3,4,4,3,1,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,3,2,3,2,2,3,4,2,2,2,3,2,2,2,3,3,3,3,3,3,2,1,2,1,1,1,6,18
"960",4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,2,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,1,1,2,1,1,2,6,18
"961",5,5,5,4,4,3,4,5,5,3,3,3,3,5,5,3,4,3,4,4,3,4,4,4,4,4,3,3,5,1,1,1,1,1,1,NA,4,4,4,5,5,4,4,3,3,4,4,5,4,4,3,4,4,4,4,4,4,4,2,5,4,4,4,1,2,2,1,2,1,23
"962",4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,NA,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,NA,4,4,3,2,2,1,2,4,NA
"963",4,3,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,3,3,3,3,4,3,3,3,4,4,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,7,1,1,1,1,1,6,18
"964",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,1,NA,NA,NA,NA,4,3,4,4,5,5,4,3,4,4,3,4,5,4,3,5,4,4,3,5,4,4,4,4,4,4,3,3,2,2,1,2,5,24
"965",4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,3,2,2,3,2,2,2,3,3,3,4,2,1,NA,NA,NA,NA,NA,NA,4,4,3,3,2,2,4,2,4,2,2,2,2,2,2,3,3,4,2,2,2,3,3,3,4,3,2,1,2,1,1,2,6,18
"966",5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,4,4,3,4,3,4,3,3,3,3,4,3,1,1,NA,1,1,1,NA,4,5,5,5,5,3,5,3,3,3,3,3,5,3,3,4,4,4,4,5,5,3,3,3,3,4,2,1,1,3,1,2,2,21
"967",4,4,4,4,4,4,3,3,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,NA,1,NA,1,1,1,NA,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,2,2,2,2,4,4,7,1,2,6,1,2,3,16
"968",5,4,4,5,5,5,5,5,5,3,3,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,2,1,2,1,1,2,6,19
"969",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,1,NA,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,1,2,1,1,2,5,24
"970",5,4,4,4,5,4,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,2,4,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,5,5,2,5,5,5,3,3,3,4,4,4,5,5,4,3,2,3,3,3,2,4,1,1,4,1,2,7,16
"971",5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,5,4,4,2,3,3,3,3,5,5,5,1,NA,NA,NA,NA,NA,NA,5,5,4,4,4,4,4,4,4,3,4,4,5,3,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,1,1,2,6,18
"972",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,NA,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,2,2,1,2,1,18
"973",5,3,3,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,4,4,2,4,4,4,2,3,4,4,4,4,4,4,3,3,3,3,3,3,1,2,2,1,2,6,19
"974",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,5,1,2,2,1,2,6,19
"975",4,4,3,5,5,4,4,4,5,3,4,4,4,5,4,4,4,4,5,4,4,2,4,2,4,4,4,4,4,1,NA,1,1,NA,NA,NA,5,5,5,5,5,4,3,1,4,2,3,4,5,3,4,3,3,3,4,4,3,4,3,3,2,2,4,1,2,1,1,2,4,17
"976",5,4,5,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,4,NA,NA,1,NA,NA,NA,NA,5,5,4,4,4,3,4,3,4,3,3,5,5,5,5,5,5,5,5,5,2,2,2,2,4,4,6,1,1,1,1,2,6,16
"977",5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,1,1,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,3,4,3,2,4,5,4,5,5,5,3,3,3,3,3,3,2,1,1,1,1,2,5,18
"978",5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,4,4,4,4,3,3,3,3,4,3,3,4,3,5,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,7,1,2,1,1,2,6,19
"979",4,3,4,4,4,5,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,3,4,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,1,1,2,2,1,2,6,18
"980",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,1,1,NA,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,6,1,2,4,30
"981",5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,NA,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,2,1,2,1,1,2,1,26
"982",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,4,3,4,3,4,4,4,3,3,4,4,3,3,4,3,3,2,3,4,4,3,1,1,1,1,2,6,19
"983",4,4,4,3,3,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,3,NA,4,5,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,3,3,4,2,4,1,3,4,4,3,4,5,NA,3,5,2,5,3,5,3,3,5,5,1,1,2,1,1,2,8,24
"984",5,3,5,5,5,5,4,4,3,2,2,2,4,4,4,5,5,3,3,3,3,2,3,3,4,4,5,5,5,NA,NA,NA,1,1,1,NA,5,4,5,5,3,5,5,3,3,2,2,3,5,1,3,4,3,4,4,4,3,3,3,3,4,3,2,1,2,1,1,2,4,19
"985",4,4,4,5,4,4,4,4,4,3,3,3,4,5,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,5,4,5,4,3,3,4,4,3,4,4,4,3,4,2,3,3,3,4,3,3,3,3,3,3,5,1,2,4,1,2,6,18
"986",4,4,4,5,4,5,5,5,4,4,4,3,5,5,5,5,4,5,4,4,4,4,4,4,4,3,5,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,4,4,2,1,2,2,1,2,6,24
"987",5,3,4,4,4,4,5,3,3,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,4,3,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,6,18
"988",5,5,5,5,5,3,4,3,5,3,3,3,5,4,4,5,5,5,5,5,5,5,5,3,3,3,5,4,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,2,1,1,2,6,18
"989",4,4,4,4,4,4,5,3,5,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,5,3,3,3,3,3,3,5,5,4,3,3,3,3,3,3,4,1,2,2,1,2,6,18
"990",4,4,4,4,4,4,4,3,4,3,2,2,4,4,4,4,4,4,4,2,2,2,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,3,2,3,3,3,3,3,5,5,4,5,5,3,3,3,3,3,3,6,1,2,2,1,2,6,18
"991",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,3,3,5,3,5,5,5,5,5,5,5,3,3,5,3,3,3,3,3,3,2,1,1,1,1,1,6,18
"992",5,4,4,3,3,4,4,3,3,NA,3,4,4,4,4,4,4,5,3,4,4,4,NA,4,3,4,4,4,4,NA,NA,1,NA,1,NA,NA,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,2,1,2,1,1,2,7,23
"993",5,5,5,5,5,5,5,NA,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,3,3,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,4,3,1,2,1,1,2,7,23
"994",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,2,6,24
"995",5,4,3,5,5,5,4,4,5,4,3,3,3,4,5,5,5,5,4,3,5,2,4,1,3,4,5,5,4,NA,NA,1,NA,NA,NA,NA,5,5,4,5,4,5,5,3,4,3,5,4,5,4,4,5,5,3,5,5,4,4,3,3,4,4,7,1,2,2,1,2,6,22
"996",4,4,4,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,NA,NA,NA,NA,NA,1,NA,3,3,4,5,5,4,4,5,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4,3,1,1,2,1,1,2,6,22
"997",5,3,4,4,3,3,4,5,5,3,3,2,3,4,4,4,4,4,3,3,5,2,3,2,2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,3,3,4,2,3,2,3,3,4,3,4,5,4,3,5,4,4,4,4,2,2,2,5,1,2,1,1,2,7,18
"998",4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,1,2,1,1,2,5,23
"999",5,5,4,4,4,5,5,4,5,3,3,3,4,5,3,4,5,4,2,2,3,3,3,2,3,5,4,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,2,5,2,5,4,5,3,5,5,5,5,5,5,3,4,3,3,3,3,2,1,2,3,1,2,6,19
"1000",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,NA,NA,NA,NA,5,5,5,5,3,5,5,2,3,3,3,4,5,3,5,5,5,5,5,5,1,1,1,3,5,3,7,1,2,6,1,2,4,14
"1001",3,3,3,4,4,5,4,4,5,4,4,4,3,4,4,5,4,5,5,4,4,1,4,3,4,2,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,4,5,5,3,3,3,5,5,5,5,5,1,2,5,5,3,5,1,3,5,5,3,2,3,1,1,1,1,1,2,6,21
"1002",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,2,1,2,1,1,2,6,26
"1003",5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,2,3,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,5,1,2,2,1,2,6,20
"1004",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,1,2,6,30
"1005",5,3,5,5,5,5,5,4,4,5,5,4,5,4,5,3,3,5,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,NA,4,5,4,5,4,4,3,2,5,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,2,1,1,1,1,2,1,23
"1006",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,3,3,4,4,5,5,5,NA,NA,NA,NA,NA,1,NA,4,5,3,3,3,3,4,2,4,3,4,5,5,4,4,4,5,5,5,5,4,4,5,2,4,3,1,1,2,1,1,2,6,22
"1007",5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,3,5,5,2,3,3,4,2,4,4,2,3,2,2,3,2,2,1,2,1,1,2,6,14
"1008",4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,5,3,NA,NA,1,NA,NA,NA,NA,5,5,3,5,4,4,4,4,5,4,4,4,4,3,5,5,4,5,4,4,3,3,3,3,3,3,3,1,1,3,1,2,6,18
"1009",5,3,3,3,3,5,5,5,3,2,3,2,4,3,4,4,4,3,4,4,3,3,3,3,4,5,3,4,5,NA,NA,NA,NA,NA,NA,1,2,4,4,4,3,4,4,3,4,2,4,2,3,3,2,4,3,3,3,3,3,2,3,4,5,4,7,4,2,8,1,2,6,21
"1010",5,5,5,5,5,5,5,5,5,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,2,4,4,4,1,2,1,1,2,6,21
"1011",4,4,4,4,3,3,4,4,4,3,3,3,4,5,5,5,4,4,3,3,4,3,4,3,3,3,4,5,3,NA,NA,NA,NA,NA,NA,1,3,5,4,4,4,3,3,3,3,3,4,4,2,3,4,4,4,5,5,5,2,4,2,3,3,3,2,1,1,1,1,1,6,17
"1012",4,3,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,3,5,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,2,6,18
"1013",4,3,3,4,3,4,4,5,5,2,2,2,5,4,4,3,4,4,3,3,3,2,3,3,3,3,5,4,4,NA,NA,1,NA,NA,NA,NA,5,3,3,3,4,5,5,3,5,2,3,2,3,3,3,4,4,3,3,4,3,5,4,2,3,2,4,1,2,1,1,2,6,19
